2026-03-25 02:38:04 | INFO     | pipeline | Experiment 4 — Subjective / Aesthetics Profile Bias
2026-03-25 03:00:36 | INFO     | pipeline | STEP 2/6: Computing text metrics
2026-03-25 03:02:09 | INFO     | pipeline | Experiment 4 — Subjective / Aesthetics Profile Bias
2026-03-25 03:02:09 | INFO     | pipeline | Run output directory: runs/dry_run_20260325_023804
2026-03-25 03:02:09 | INFO     | pipeline | DRY RUN mode: n_runs=1
2026-03-25 03:02:09 | INFO     | pipeline | Skipping step 1 (experiment)
2026-03-25 03:02:09 | INFO     | pipeline | ============================================================
2026-03-25 03:02:09 | INFO     | pipeline | STEPS 2-6: Analysis pipeline
2026-03-25 03:02:09 | INFO     | pipeline | ============================================================
2026-03-25 03:02:09 | INFO     | pipeline | ----------------------------------------
2026-03-25 03:02:09 | INFO     | pipeline | STEP 2/6: Computing text metrics
2026-03-25 03:02:09 | INFO     | pipeline | Analysis complete — 50 files processed, 0 skipped. CSV → runs/dry_run_20260325_023804/results/metrics/metrics_table.csv
2026-03-25 03:02:09 | INFO     | pipeline | Step 2 completed in 0.0s
2026-03-25 03:02:09 | INFO     | pipeline | Variance gate — per-metric std across profiles: {'response_length': 836.2802891375594, 'unique_entity_count': 4.032988966015157, 'cross_domain_count': 1.0183319694480775}
2026-03-25 03:02:09 | INFO     | pipeline |   max std = 836.2803  (threshold = 0.5)
2026-03-25 03:02:09 | INFO     | pipeline | ----------------------------------------
2026-03-25 03:02:09 | INFO     | pipeline | STEP 3/6: LLM-as-judge scoring (model=haiku, runs=3)
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in haiku_A_task1_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in haiku_A_task2_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in haiku_A_task3_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in haiku_A_task4_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in haiku_A_task5_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in haiku_B_task1_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in haiku_B_task2_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in haiku_B_task3_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in haiku_B_task4_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in haiku_B_task5_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in haiku_C_task1_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in haiku_C_task2_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in haiku_C_task3_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in haiku_C_task4_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in haiku_C_task5_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in haiku_D_task1_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in haiku_D_task2_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in haiku_D_task3_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in haiku_D_task4_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in haiku_D_task5_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in haiku_E_task1_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in haiku_E_task2_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in haiku_E_task3_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in haiku_E_task4_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in haiku_E_task5_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in sonnet_A_task1_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in sonnet_A_task2_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in sonnet_A_task3_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in sonnet_A_task4_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in sonnet_A_task5_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in sonnet_B_task1_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in sonnet_B_task2_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in sonnet_B_task3_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in sonnet_B_task4_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in sonnet_B_task5_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in sonnet_C_task1_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in sonnet_C_task2_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in sonnet_C_task3_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in sonnet_C_task4_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in sonnet_C_task5_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in sonnet_D_task1_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in sonnet_D_task2_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in sonnet_D_task3_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in sonnet_D_task4_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in sonnet_D_task5_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in sonnet_E_task1_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in sonnet_E_task2_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in sonnet_E_task3_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in sonnet_E_task4_run1 — skipping.
2026-03-25 03:02:09 | WARNING  | pipeline | Empty response in sonnet_E_task5_run1 — skipping.
2026-03-25 03:02:09 | INFO     | pipeline | Judge complete — {'scored': 0, 'skipped': 0, 'failed': 50, 'total': 50, 'usage': {'call_count': 0, 'total_input_tokens': 0, 'total_output_tokens': 0, 'estimated_cost_usd': 0.0}}
2026-03-25 03:02:09 | INFO     | pipeline | Step 3 completed in 0.0s
2026-03-25 03:02:09 | INFO     | pipeline | ----------------------------------------
2026-03-25 03:02:09 | INFO     | pipeline | STEP 4/6: Re-computing text metrics (merging judge scores)
2026-03-25 03:02:09 | INFO     | pipeline | Analysis complete — 50 files processed, 0 skipped. CSV → runs/dry_run_20260325_023804/results/metrics/metrics_table.csv
2026-03-25 03:02:09 | INFO     | pipeline | Step 4 completed in 0.0s
2026-03-25 03:02:09 | INFO     | pipeline | ----------------------------------------
2026-03-25 03:02:09 | INFO     | pipeline | STEP 5/6: Running statistical analysis
2026-03-25 03:02:09 | INFO     | pipeline | Step 5 completed in 0.2s
2026-03-25 03:02:09 | INFO     | pipeline | ----------------------------------------
2026-03-25 03:02:09 | INFO     | pipeline | STEP 6/6: Generating plots
2026-03-25 03:02:14 | INFO     | pipeline | Step 6 completed in 4.8s
2026-03-25 03:02:14 | INFO     | pipeline |   Generated 83 plots
2026-03-25 03:02:14 | INFO     | pipeline | ============================================================
2026-03-25 03:02:14 | INFO     | pipeline | PIPELINE COMPLETE in 5.1s (0.1 minutes)
2026-03-25 03:02:14 | INFO     | pipeline |   Run: runs/dry_run_20260325_023804
2026-03-25 03:02:14 | INFO     | pipeline | ============================================================
2026-03-25 03:03:05 | INFO     | pipeline | Experiment 4 — Subjective / Aesthetics Profile Bias
2026-03-25 03:03:05 | INFO     | pipeline | Run output directory: runs/dry_run_20260325_023804
2026-03-25 03:03:05 | INFO     | pipeline | DRY RUN mode: n_runs=1
2026-03-25 03:03:05 | INFO     | pipeline | Skipping step 1 (experiment)
2026-03-25 03:03:05 | INFO     | pipeline | ============================================================
2026-03-25 03:03:05 | INFO     | pipeline | STEPS 2-6: Analysis pipeline
2026-03-25 03:03:05 | INFO     | pipeline | ============================================================
2026-03-25 03:03:05 | INFO     | pipeline | ----------------------------------------
2026-03-25 03:03:05 | INFO     | pipeline | STEP 2/6: Computing text metrics
2026-03-25 03:03:05 | INFO     | pipeline | Analysis complete — 50 files processed, 0 skipped. CSV → runs/dry_run_20260325_023804/results/metrics/metrics_table.csv
2026-03-25 03:03:05 | INFO     | pipeline | Step 2 completed in 0.0s
2026-03-25 03:03:05 | INFO     | pipeline | Variance gate — per-metric std across profiles: {'response_length': 836.2802891375594, 'unique_entity_count': 4.032988966015157, 'cross_domain_count': 1.0183319694480775}
2026-03-25 03:03:05 | INFO     | pipeline |   max std = 836.2803  (threshold = 0.5)
2026-03-25 03:03:05 | INFO     | pipeline | ----------------------------------------
2026-03-25 03:03:05 | INFO     | pipeline | STEP 3/6: LLM-as-judge scoring (model=haiku, runs=3)
2026-03-25 03:03:05 | INFO     | pipeline | Judging: haiku_A_task1_run1 (model=haiku, n_runs=3)
2026-03-25 03:03:24 | DEBUG    | pipeline | Judge run 1/3 — scores: {'analytical_depth': 4, 'specificity': 3, 'challenge_level': 4, 'register_level': 3}
2026-03-25 03:03:47 | DEBUG    | pipeline | Judge run 2/3 — scores: {'analytical_depth': 4, 'specificity': 3, 'challenge_level': 4, 'register_level': 4}
2026-03-25 03:04:08 | DEBUG    | pipeline | Judge run 3/3 — scores: {'analytical_depth': 4, 'specificity': 3, 'challenge_level': 4, 'register_level': 3}
2026-03-25 03:04:08 | INFO     | pipeline | Saved judge scores for haiku_A_task1_run1: {'analytical_depth': 4, 'specificity': 3, 'challenge_level': 4, 'register_level': 3}
2026-03-25 03:04:08 | INFO     | pipeline | Judging: haiku_A_task2_run1 (model=haiku, n_runs=3)
2026-03-25 03:04:30 | DEBUG    | pipeline | Judge run 1/3 — scores: {'analytical_depth': 4, 'specificity': 3, 'challenge_level': 4, 'register_level': 3}
2026-03-25 03:04:51 | DEBUG    | pipeline | Judge run 2/3 — scores: {'analytical_depth': 4, 'specificity': 4, 'challenge_level': 4, 'register_level': 4}
2026-03-25 03:05:16 | DEBUG    | pipeline | Judge run 3/3 — scores: {'analytical_depth': 4, 'specificity': 4, 'challenge_level': 4, 'register_level': 3}
2026-03-25 03:05:16 | INFO     | pipeline | Saved judge scores for haiku_A_task2_run1: {'analytical_depth': 4, 'specificity': 4, 'challenge_level': 4, 'register_level': 3}
2026-03-25 03:05:16 | INFO     | pipeline | Judging: haiku_A_task3_run1 (model=haiku, n_runs=3)
2026-03-25 03:05:43 | DEBUG    | pipeline | Judge run 1/3 — scores: {'analytical_depth': 5, 'specificity': 4, 'challenge_level': 4, 'register_level': 4}
2026-03-25 03:06:13 | DEBUG    | pipeline | Judge run 2/3 — scores: {'analytical_depth': 4, 'specificity': 3, 'challenge_level': 3, 'register_level': 4}
2026-03-25 03:06:36 | DEBUG    | pipeline | Judge run 3/3 — scores: {'analytical_depth': 4, 'specificity': 4, 'challenge_level': 4, 'register_level': 3}
2026-03-25 03:06:36 | INFO     | pipeline | Saved judge scores for haiku_A_task3_run1: {'analytical_depth': 4, 'specificity': 4, 'challenge_level': 4, 'register_level': 4}
2026-03-25 03:06:36 | INFO     | pipeline | Judging: haiku_A_task4_run1 (model=haiku, n_runs=3)
2026-03-25 03:07:02 | DEBUG    | pipeline | Judge run 1/3 — scores: {'analytical_depth': 4, 'specificity': 4, 'challenge_level': 4, 'register_level': 4}
2026-03-25 03:07:31 | DEBUG    | pipeline | Judge run 2/3 — scores: {'analytical_depth': 4, 'specificity': 3, 'challenge_level': 4, 'register_level': 3}
2026-03-25 03:07:58 | DEBUG    | pipeline | Judge run 3/3 — scores: {'analytical_depth': 4, 'specificity': 3, 'challenge_level': 4, 'register_level': 3}
2026-03-25 03:07:58 | INFO     | pipeline | Saved judge scores for haiku_A_task4_run1: {'analytical_depth': 4, 'specificity': 3, 'challenge_level': 4, 'register_level': 3}
2026-03-25 03:07:58 | INFO     | pipeline | Judging: haiku_A_task5_run1 (model=haiku, n_runs=3)
2026-03-25 03:08:19 | DEBUG    | pipeline | Judge run 1/3 — scores: {'analytical_depth': 4, 'specificity': 4, 'challenge_level': 4, 'register_level': 3}
2026-03-25 03:08:44 | DEBUG    | pipeline | Judge run 2/3 — scores: {'analytical_depth': 4, 'specificity': 4, 'challenge_level': 4, 'register_level': 3}
2026-03-25 03:09:08 | DEBUG    | pipeline | Judge run 3/3 — scores: {'analytical_depth': 4, 'specificity': 4, 'challenge_level': 4, 'register_level': 3}
2026-03-25 03:09:08 | INFO     | pipeline | Saved judge scores for haiku_A_task5_run1: {'analytical_depth': 4, 'specificity': 4, 'challenge_level': 4, 'register_level': 3}
2026-03-25 03:09:08 | INFO     | pipeline | Judging: haiku_B_task1_run1 (model=haiku, n_runs=3)
2026-03-25 03:09:30 | DEBUG    | pipeline | Judge run 1/3 — scores: {'analytical_depth': 3, 'specificity': 2, 'challenge_level': 2, 'register_level': 3}
2026-03-25 03:09:51 | DEBUG    | pipeline | Judge run 2/3 — scores: {'analytical_depth': 3, 'specificity': 3, 'challenge_level': 1, 'register_level': 3}
2026-03-25 03:10:07 | DEBUG    | pipeline | Judge run 3/3 — scores: {'analytical_depth': 4, 'specificity': 3, 'challenge_level': 3, 'register_level': 3}
2026-03-25 03:10:07 | INFO     | pipeline | Saved judge scores for haiku_B_task1_run1: {'analytical_depth': 3, 'specificity': 3, 'challenge_level': 2, 'register_level': 3}
2026-03-25 03:10:07 | INFO     | pipeline | Judging: haiku_B_task2_run1 (model=haiku, n_runs=3)
2026-03-25 03:10:28 | DEBUG    | pipeline | Judge run 1/3 — scores: {'analytical_depth': 3, 'specificity': 2, 'challenge_level': 2, 'register_level': 2}
2026-03-25 03:10:50 | DEBUG    | pipeline | Judge run 2/3 — scores: {'analytical_depth': 3, 'specificity': 2, 'challenge_level': 1, 'register_level': 2}
2026-03-25 03:11:16 | DEBUG    | pipeline | Judge run 3/3 — scores: {'analytical_depth': 3, 'specificity': 2, 'challenge_level': 2, 'register_level': 3}
