2026-03-24 00:41:57 | INFO     | pipeline | Experiment 3 — Memory-Level Profile Bias
2026-03-24 01:30:38 | INFO     | pipeline |   -> sys=418 chars, prompt=173 chars, out=892 est tokens, 15050.9ms
2026-03-24 01:30:38 | INFO     | pipeline | [2/25] haiku C(low_sophistication_nontechnical) task3 run1
2026-03-24 01:38:29 | INFO     | pipeline |   -> sys=321 chars, prompt=163 chars, out=2195 est tokens, 470214.3ms
2026-03-24 01:38:29 | INFO     | pipeline | [3/25] haiku B(control) task5 run1
2026-03-24 01:38:50 | INFO     | pipeline |   -> sys=0 chars, prompt=1366 chars, out=1602 est tokens, 21230.2ms
2026-03-24 01:38:50 | INFO     | pipeline | [4/25] haiku D(high_sophistication_technical) task5 run1
2026-03-24 01:39:19 | INFO     | pipeline |   -> sys=418 chars, prompt=1366 chars, out=1471 est tokens, 29395.3ms
2026-03-24 01:39:19 | INFO     | pipeline | [5/25] haiku D(high_sophistication_technical) task4 run1
2026-03-24 01:41:12 | INFO     | pipeline |   -> sys=418 chars, prompt=178 chars, out=1821 est tokens, 112554.1ms
2026-03-24 01:41:12 | INFO     | pipeline | [6/25] haiku B(control) task2 run1
2026-03-24 01:41:33 | INFO     | pipeline |   -> sys=0 chars, prompt=173 chars, out=1524 est tokens, 20873.2ms
2026-03-24 01:41:33 | INFO     | pipeline | [7/25] haiku B(control) task1 run1
2026-03-24 01:43:18 | INFO     | pipeline |   -> sys=0 chars, prompt=175 chars, out=1655 est tokens, 105291.0ms
2026-03-24 01:43:18 | INFO     | pipeline | [8/25] haiku C(low_sophistication_nontechnical) task1 run1
2026-03-24 01:44:06 | INFO     | pipeline |   -> sys=321 chars, prompt=175 chars, out=2115 est tokens, 47893.3ms
2026-03-24 01:44:06 | INFO     | pipeline | [9/25] haiku D(high_sophistication_technical) task1 run1
2026-03-24 01:44:50 | INFO     | pipeline |   -> sys=418 chars, prompt=175 chars, out=1441 est tokens, 44091.2ms
2026-03-24 01:44:50 | INFO     | pipeline | [10/25] haiku E(low_sophistication_technical) task2 run1
2026-03-24 01:46:15 | INFO     | pipeline |   -> sys=321 chars, prompt=173 chars, out=1229 est tokens, 84680.5ms
2026-03-24 01:46:15 | INFO     | pipeline | [11/25] haiku C(low_sophistication_nontechnical) task2 run1
2026-03-24 01:47:46 | INFO     | pipeline |   -> sys=321 chars, prompt=173 chars, out=1021 est tokens, 91324.3ms
2026-03-24 01:47:46 | INFO     | pipeline | [12/25] haiku D(high_sophistication_technical) task3 run1
2026-03-24 01:49:59 | INFO     | pipeline |   -> sys=418 chars, prompt=163 chars, out=2426 est tokens, 132490.8ms
2026-03-24 01:49:59 | INFO     | pipeline | [13/25] haiku A(high_sophistication_nontechnical) task2 run1
2026-03-24 01:50:55 | INFO     | pipeline |   -> sys=499 chars, prompt=173 chars, out=1172 est tokens, 56220.1ms
2026-03-24 01:50:55 | INFO     | pipeline | [14/25] haiku C(low_sophistication_nontechnical) task5 run1
2026-03-24 01:51:26 | INFO     | pipeline |   -> sys=321 chars, prompt=1366 chars, out=1553 est tokens, 30851.4ms
2026-03-24 01:51:26 | INFO     | pipeline | [15/25] haiku E(low_sophistication_technical) task3 run1
2026-03-24 01:52:01 | INFO     | pipeline |   -> sys=321 chars, prompt=163 chars, out=68 est tokens, 35190.1ms
2026-03-24 01:52:01 | INFO     | pipeline | [16/25] haiku C(low_sophistication_nontechnical) task4 run1
2026-03-24 01:53:04 | INFO     | pipeline |   -> sys=321 chars, prompt=178 chars, out=3324 est tokens, 63444.4ms
2026-03-24 01:53:04 | INFO     | pipeline | [17/25] haiku A(high_sophistication_nontechnical) task3 run1
2026-03-24 01:55:45 | INFO     | pipeline |   -> sys=499 chars, prompt=163 chars, out=992 est tokens, 160458.6ms
2026-03-24 01:55:45 | INFO     | pipeline | [18/25] haiku E(low_sophistication_technical) task4 run1
2026-03-24 01:56:17 | INFO     | pipeline |   -> sys=321 chars, prompt=178 chars, out=486 est tokens, 32367.1ms
2026-03-24 01:56:17 | INFO     | pipeline | [19/25] haiku A(high_sophistication_nontechnical) task5 run1
2026-03-24 01:56:43 | INFO     | pipeline |   -> sys=499 chars, prompt=1366 chars, out=1888 est tokens, 25694.0ms
2026-03-24 01:56:43 | INFO     | pipeline | [20/25] haiku E(low_sophistication_technical) task5 run1
2026-03-24 01:57:04 | INFO     | pipeline |   -> sys=321 chars, prompt=1366 chars, out=1561 est tokens, 21142.4ms
2026-03-24 01:57:04 | INFO     | pipeline | [21/25] haiku B(control) task3 run1
2026-03-24 01:57:32 | INFO     | pipeline |   -> sys=0 chars, prompt=163 chars, out=91 est tokens, 28068.5ms
2026-03-24 01:57:32 | INFO     | pipeline | [22/25] haiku B(control) task4 run1
2026-03-24 01:58:58 | INFO     | pipeline |   -> sys=0 chars, prompt=178 chars, out=1845 est tokens, 85832.3ms
2026-03-24 01:58:58 | INFO     | pipeline | [23/25] haiku A(high_sophistication_nontechnical) task1 run1
2026-03-24 02:00:33 | INFO     | pipeline |   -> sys=499 chars, prompt=175 chars, out=2027 est tokens, 94857.7ms
2026-03-24 02:00:33 | INFO     | pipeline | [24/25] haiku A(high_sophistication_nontechnical) task4 run1
2026-03-24 02:01:37 | INFO     | pipeline |   -> sys=499 chars, prompt=178 chars, out=4021 est tokens, 64148.2ms
2026-03-24 02:01:37 | INFO     | pipeline | [25/25] haiku E(low_sophistication_technical) task1 run1
2026-03-24 02:02:24 | INFO     | pipeline |   -> sys=321 chars, prompt=175 chars, out=1091 est tokens, 47279.3ms
2026-03-24 02:02:24 | INFO     | pipeline | Model haiku done: 25 calls, 0 skipped
2026-03-24 02:02:24 | INFO     | pipeline | Experiment complete. {'call_count': 50, 'total_input_tokens': 9016, 'total_output_tokens': 84936, 'estimated_cost_usd': 1.3011}
2026-03-24 02:02:24 | INFO     | pipeline | Step 1 completed in 4826.8s
2026-03-24 02:02:24 | INFO     | pipeline |   Usage: {'call_count': 50, 'total_input_tokens': 9016, 'total_output_tokens': 84936, 'estimated_cost_usd': 1.3011}
2026-03-24 02:02:24 | INFO     | pipeline | ============================================================
2026-03-24 02:02:24 | INFO     | pipeline | STEPS 2-6: Analysis pipeline
2026-03-24 02:02:24 | INFO     | pipeline | ============================================================
2026-03-24 02:02:24 | INFO     | pipeline | ----------------------------------------
2026-03-24 02:02:24 | INFO     | pipeline | STEP 2/6: Extracting code
2026-03-24 02:02:24 | INFO     | pipeline | haiku_A_task1_run1.json: 2 blocks, 188 lines, OK
2026-03-24 02:02:24 | INFO     | pipeline | haiku_A_task2_run1.json: 2 blocks, 103 lines, OK
2026-03-24 02:02:24 | INFO     | pipeline | haiku_A_task3_run1.json: 1 blocks, 35 lines, SYNTAX ERROR: Line 22: invalid character '★' (U+2605)
2026-03-24 02:02:24 | INFO     | pipeline | haiku_A_task4_run1.json: 3 blocks, 437 lines, OK
2026-03-24 02:02:24 | INFO     | pipeline | haiku_A_task5_run1.json: 2 blocks, 202 lines, OK
2026-03-24 02:02:24 | INFO     | pipeline | haiku_B_task1_run1.json: 7 blocks, 148 lines, OK
2026-03-24 02:02:24 | INFO     | pipeline | haiku_B_task2_run1.json: 2 blocks, 156 lines, OK
2026-03-24 02:02:24 | WARNING  | pipeline | No code blocks found in haiku_B_task3_run1.json
2026-03-24 02:02:24 | INFO     | pipeline | haiku_B_task3_run1.json: 0 blocks, 1 lines, SYNTAX ERROR: No code blocks found
2026-03-24 02:02:24 | INFO     | pipeline | haiku_B_task4_run1.json: 3 blocks, 151 lines, OK
2026-03-24 02:02:24 | INFO     | pipeline | haiku_B_task5_run1.json: 1 blocks, 150 lines, OK
2026-03-24 02:02:24 | INFO     | pipeline | haiku_C_task1_run1.json: 2 blocks, 209 lines, OK
2026-03-24 02:02:24 | INFO     | pipeline | haiku_C_task2_run1.json: 2 blocks, 96 lines, OK
2026-03-24 02:02:24 | INFO     | pipeline | haiku_C_task3_run1.json: 1 blocks, 183 lines, OK
2026-03-24 02:02:24 | INFO     | pipeline | haiku_C_task4_run1.json: 2 blocks, 339 lines, OK
2026-03-24 02:02:24 | INFO     | pipeline | haiku_C_task5_run1.json: 1 blocks, 140 lines, OK
2026-03-24 02:02:24 | INFO     | pipeline | haiku_D_task1_run1.json: 1 blocks, 120 lines, OK
2026-03-24 02:02:24 | INFO     | pipeline | haiku_D_task2_run1.json: 2 blocks, 93 lines, OK
2026-03-24 02:02:24 | INFO     | pipeline | haiku_D_task3_run1.json: 1 blocks, 197 lines, OK
2026-03-24 02:02:24 | INFO     | pipeline | haiku_D_task4_run1.json: 3 blocks, 151 lines, SYNTAX ERROR: Line 150: expected an indented block after 'with' statement on line 148
2026-03-24 02:02:24 | INFO     | pipeline | haiku_D_task5_run1.json: 1 blocks, 131 lines, OK
2026-03-24 02:02:24 | INFO     | pipeline | haiku_E_task1_run1.json: 4 blocks, 93 lines, OK
2026-03-24 02:02:24 | INFO     | pipeline | haiku_E_task2_run1.json: 2 blocks, 112 lines, OK
2026-03-24 02:02:24 | WARNING  | pipeline | No code blocks found in haiku_E_task3_run1.json
2026-03-24 02:02:24 | INFO     | pipeline | haiku_E_task3_run1.json: 0 blocks, 1 lines, SYNTAX ERROR: No code blocks found
2026-03-24 02:02:24 | INFO     | pipeline | haiku_E_task4_run1.json: 1 blocks, 12 lines, OK
2026-03-24 02:02:24 | INFO     | pipeline | haiku_E_task5_run1.json: 1 blocks, 140 lines, OK
2026-03-24 02:02:24 | INFO     | pipeline | sonnet_A_task1_run1.json: 3 blocks, 185 lines, OK
2026-03-24 02:02:24 | INFO     | pipeline | sonnet_A_task2_run1.json: 2 blocks, 95 lines, OK
2026-03-24 02:02:24 | INFO     | pipeline | sonnet_A_task3_run1.json: 2 blocks, 279 lines, OK
2026-03-24 02:02:24 | INFO     | pipeline | sonnet_A_task4_run1.json: 3 blocks, 236 lines, SYNTAX ERROR: Line 156: expected an indented block after function definition on line 150
2026-03-24 02:02:24 | INFO     | pipeline | sonnet_A_task5_run1.json: 1 blocks, 2 lines, SYNTAX ERROR: Line 2: expected an indented block after function definition on line 1
2026-03-24 02:02:24 | INFO     | pipeline | sonnet_B_task1_run1.json: 2 blocks, 139 lines, OK
2026-03-24 02:02:24 | INFO     | pipeline | sonnet_B_task2_run1.json: 2 blocks, 96 lines, OK
2026-03-24 02:02:24 | INFO     | pipeline | sonnet_B_task3_run1.json: 2 blocks, 215 lines, OK
2026-03-24 02:02:24 | INFO     | pipeline | sonnet_B_task4_run1.json: 3 blocks, 446 lines, OK
2026-03-24 02:02:24 | INFO     | pipeline | sonnet_B_task5_run1.json: 2 blocks, 145 lines, OK
2026-03-24 02:02:24 | INFO     | pipeline | sonnet_C_task1_run1.json: 2 blocks, 132 lines, OK
2026-03-24 02:02:24 | INFO     | pipeline | sonnet_C_task2_run1.json: 2 blocks, 83 lines, OK
2026-03-24 02:02:24 | INFO     | pipeline | sonnet_C_task3_run1.json: 2 blocks, 210 lines, OK
2026-03-24 02:02:24 | INFO     | pipeline | sonnet_C_task4_run1.json: 2 blocks, 197 lines, OK
2026-03-24 02:02:24 | INFO     | pipeline | sonnet_C_task5_run1.json: 1 blocks, 109 lines, OK
2026-03-24 02:02:24 | INFO     | pipeline | sonnet_D_task1_run1.json: 2 blocks, 203 lines, OK
2026-03-24 02:02:24 | INFO     | pipeline | sonnet_D_task2_run1.json: 3 blocks, 122 lines, OK
2026-03-24 02:02:24 | INFO     | pipeline | sonnet_D_task3_run1.json: 1 blocks, 159 lines, OK
2026-03-24 02:02:24 | INFO     | pipeline | sonnet_D_task4_run1.json: 2 blocks, 254 lines, OK
2026-03-24 02:02:24 | INFO     | pipeline | sonnet_D_task5_run1.json: 2 blocks, 124 lines, OK
2026-03-24 02:02:24 | INFO     | pipeline | sonnet_E_task1_run1.json: 1 blocks, 15 lines, OK
2026-03-24 02:02:24 | INFO     | pipeline | sonnet_E_task2_run1.json: 2 blocks, 160 lines, OK
2026-03-24 02:02:24 | WARNING  | pipeline | No code blocks found in sonnet_E_task3_run1.json
2026-03-24 02:02:24 | INFO     | pipeline | sonnet_E_task3_run1.json: 0 blocks, 1 lines, SYNTAX ERROR: No code blocks found
2026-03-24 02:02:24 | INFO     | pipeline | sonnet_E_task4_run1.json: 2 blocks, 192 lines, OK
2026-03-24 02:02:24 | INFO     | pipeline | sonnet_E_task5_run1.json: 2 blocks, 124 lines, OK
2026-03-24 02:02:24 | INFO     | pipeline | Extraction complete: 43/50 valid syntax (86%)
2026-03-24 02:02:24 | INFO     | pipeline | Step 2 completed in 0.2s
2026-03-24 02:02:24 | INFO     | pipeline | ----------------------------------------
2026-03-24 02:02:24 | INFO     | pipeline | STEP 3/6: Computing code metrics
2026-03-24 02:02:24 | INFO     | pipeline | Analysing 50 extracted files...
2026-03-24 02:02:24 | DEBUG    | pipeline | Processing haiku_A_task1_run1
2026-03-24 02:02:24 | DEBUG    | pipeline | Processing haiku_A_task2_run1
2026-03-24 02:02:24 | DEBUG    | pipeline | Processing haiku_A_task3_run1
2026-03-24 02:02:24 | DEBUG    | pipeline | Processing haiku_A_task4_run1
2026-03-24 02:02:24 | DEBUG    | pipeline | Processing haiku_A_task5_run1
2026-03-24 02:02:24 | DEBUG    | pipeline | Processing haiku_B_task1_run1
2026-03-24 02:02:24 | DEBUG    | pipeline | Processing haiku_B_task2_run1
2026-03-24 02:02:24 | DEBUG    | pipeline | Processing haiku_B_task3_run1
2026-03-24 02:02:24 | DEBUG    | pipeline | Processing haiku_B_task4_run1
2026-03-24 02:02:25 | DEBUG    | pipeline | Processing haiku_B_task5_run1
2026-03-24 02:02:25 | DEBUG    | pipeline | Processing haiku_C_task1_run1
2026-03-24 02:02:25 | DEBUG    | pipeline | Processing haiku_C_task2_run1
2026-03-24 02:02:25 | DEBUG    | pipeline | Processing haiku_C_task3_run1
2026-03-24 02:02:25 | DEBUG    | pipeline | Processing haiku_C_task4_run1
2026-03-24 02:02:25 | DEBUG    | pipeline | Processing haiku_C_task5_run1
2026-03-24 02:02:25 | DEBUG    | pipeline | Processing haiku_D_task1_run1
2026-03-24 02:02:25 | DEBUG    | pipeline | Processing haiku_D_task2_run1
2026-03-24 02:02:25 | DEBUG    | pipeline | Processing haiku_D_task3_run1
2026-03-24 02:02:25 | DEBUG    | pipeline | Processing haiku_D_task4_run1
2026-03-24 02:02:25 | DEBUG    | pipeline | Processing haiku_D_task5_run1
2026-03-24 02:02:25 | DEBUG    | pipeline | Processing haiku_E_task1_run1
2026-03-24 02:02:25 | DEBUG    | pipeline | Processing haiku_E_task2_run1
2026-03-24 02:02:25 | DEBUG    | pipeline | Processing haiku_E_task3_run1
2026-03-24 02:02:25 | DEBUG    | pipeline | Processing haiku_E_task4_run1
2026-03-24 02:02:25 | DEBUG    | pipeline | Processing haiku_E_task5_run1
2026-03-24 02:02:25 | DEBUG    | pipeline | Processing sonnet_A_task1_run1
2026-03-24 02:02:25 | DEBUG    | pipeline | Processing sonnet_A_task2_run1
2026-03-24 02:02:25 | DEBUG    | pipeline | Processing sonnet_A_task3_run1
2026-03-24 02:02:25 | DEBUG    | pipeline | Processing sonnet_A_task4_run1
2026-03-24 02:02:25 | DEBUG    | pipeline | Processing sonnet_A_task5_run1
2026-03-24 02:02:25 | DEBUG    | pipeline | Processing sonnet_B_task1_run1
2026-03-24 02:02:25 | DEBUG    | pipeline | Processing sonnet_B_task2_run1
2026-03-24 02:02:25 | DEBUG    | pipeline | Processing sonnet_B_task3_run1
2026-03-24 02:02:25 | DEBUG    | pipeline | Processing sonnet_B_task4_run1
2026-03-24 02:02:25 | DEBUG    | pipeline | Processing sonnet_B_task5_run1
2026-03-24 02:02:25 | DEBUG    | pipeline | Processing sonnet_C_task1_run1
2026-03-24 02:02:25 | DEBUG    | pipeline | Processing sonnet_C_task2_run1
2026-03-24 02:02:25 | DEBUG    | pipeline | Processing sonnet_C_task3_run1
2026-03-24 02:02:25 | DEBUG    | pipeline | Processing sonnet_C_task4_run1
2026-03-24 02:02:25 | DEBUG    | pipeline | Processing sonnet_C_task5_run1
2026-03-24 02:02:25 | DEBUG    | pipeline | Processing sonnet_D_task1_run1
2026-03-24 02:02:25 | DEBUG    | pipeline | Processing sonnet_D_task2_run1
2026-03-24 02:02:25 | DEBUG    | pipeline | Processing sonnet_D_task3_run1
2026-03-24 02:02:25 | DEBUG    | pipeline | Processing sonnet_D_task4_run1
2026-03-24 02:02:25 | DEBUG    | pipeline | Processing sonnet_D_task5_run1
2026-03-24 02:02:25 | DEBUG    | pipeline | Processing sonnet_E_task1_run1
2026-03-24 02:02:25 | DEBUG    | pipeline | Processing sonnet_E_task2_run1
2026-03-24 02:02:25 | DEBUG    | pipeline | Processing sonnet_E_task3_run1
2026-03-24 02:02:25 | DEBUG    | pipeline | Processing sonnet_E_task4_run1
2026-03-24 02:02:25 | DEBUG    | pipeline | Processing sonnet_E_task5_run1
2026-03-24 02:02:25 | INFO     | pipeline | Wrote 50 rows to experiment_3/runs/dry_run_20260324_004157/results/metrics/metrics_table.csv (parse errors: 4)
2026-03-24 02:02:25 | INFO     | pipeline | Step 3 completed in 0.5s
2026-03-24 02:02:25 | INFO     | pipeline | ----------------------------------------
2026-03-24 02:02:25 | INFO     | pipeline | STEP 4/6: Classifying solution strategies (LLM judge)
2026-03-24 02:02:57 | INFO     | pipeline | Experiment 3 — Memory-Level Profile Bias
2026-03-24 02:02:57 | INFO     | pipeline | Run output directory: experiment_3/runs/dry_run_20260324_004157
2026-03-24 02:02:57 | INFO     | pipeline | Skipping step 1 (experiment)
2026-03-24 02:02:57 | INFO     | pipeline | ============================================================
2026-03-24 02:02:57 | INFO     | pipeline | STEPS 2-6: Analysis pipeline
2026-03-24 02:02:57 | INFO     | pipeline | ============================================================
2026-03-24 02:02:57 | INFO     | pipeline | ----------------------------------------
2026-03-24 02:02:57 | INFO     | pipeline | STEP 2/6: Extracting code
2026-03-24 02:02:57 | INFO     | pipeline | haiku_A_task1_run1.json: 2 blocks, 188 lines, OK
2026-03-24 02:02:57 | INFO     | pipeline | haiku_A_task2_run1.json: 2 blocks, 103 lines, OK
2026-03-24 02:02:57 | INFO     | pipeline | haiku_A_task3_run1.json: 1 blocks, 35 lines, SYNTAX ERROR: Line 22: invalid character '★' (U+2605)
2026-03-24 02:02:57 | INFO     | pipeline | haiku_A_task4_run1.json: 3 blocks, 437 lines, OK
2026-03-24 02:02:57 | INFO     | pipeline | haiku_A_task5_run1.json: 2 blocks, 202 lines, OK
2026-03-24 02:02:57 | INFO     | pipeline | haiku_B_task1_run1.json: 7 blocks, 148 lines, OK
2026-03-24 02:02:57 | INFO     | pipeline | haiku_B_task2_run1.json: 2 blocks, 156 lines, OK
2026-03-24 02:02:57 | WARNING  | pipeline | No code blocks found in haiku_B_task3_run1.json
2026-03-24 02:02:57 | INFO     | pipeline | haiku_B_task3_run1.json: 0 blocks, 1 lines, SYNTAX ERROR: No code blocks found
2026-03-24 02:02:57 | INFO     | pipeline | haiku_B_task4_run1.json: 3 blocks, 151 lines, OK
2026-03-24 02:02:57 | INFO     | pipeline | haiku_B_task5_run1.json: 1 blocks, 150 lines, OK
2026-03-24 02:02:57 | INFO     | pipeline | haiku_C_task1_run1.json: 2 blocks, 209 lines, OK
2026-03-24 02:02:57 | INFO     | pipeline | haiku_C_task2_run1.json: 2 blocks, 96 lines, OK
2026-03-24 02:02:57 | INFO     | pipeline | haiku_C_task3_run1.json: 1 blocks, 183 lines, OK
2026-03-24 02:02:57 | INFO     | pipeline | haiku_C_task4_run1.json: 2 blocks, 339 lines, OK
2026-03-24 02:02:57 | INFO     | pipeline | haiku_C_task5_run1.json: 1 blocks, 140 lines, OK
2026-03-24 02:02:57 | INFO     | pipeline | haiku_D_task1_run1.json: 1 blocks, 120 lines, OK
2026-03-24 02:02:57 | INFO     | pipeline | haiku_D_task2_run1.json: 2 blocks, 93 lines, OK
2026-03-24 02:02:57 | INFO     | pipeline | haiku_D_task3_run1.json: 1 blocks, 197 lines, OK
2026-03-24 02:02:57 | INFO     | pipeline | haiku_D_task4_run1.json: 3 blocks, 151 lines, SYNTAX ERROR: Line 150: expected an indented block after 'with' statement on line 148
2026-03-24 02:02:57 | INFO     | pipeline | haiku_D_task5_run1.json: 1 blocks, 131 lines, OK
2026-03-24 02:02:57 | INFO     | pipeline | haiku_E_task1_run1.json: 4 blocks, 93 lines, OK
2026-03-24 02:02:57 | INFO     | pipeline | haiku_E_task2_run1.json: 2 blocks, 112 lines, OK
2026-03-24 02:02:57 | WARNING  | pipeline | No code blocks found in haiku_E_task3_run1.json
2026-03-24 02:02:57 | INFO     | pipeline | haiku_E_task3_run1.json: 0 blocks, 1 lines, SYNTAX ERROR: No code blocks found
2026-03-24 02:02:57 | INFO     | pipeline | haiku_E_task4_run1.json: 1 blocks, 12 lines, OK
2026-03-24 02:02:57 | INFO     | pipeline | haiku_E_task5_run1.json: 1 blocks, 140 lines, OK
